ID,Lake,Latitude,Longitude,Core.Depth,Area,Max.depth,pH,Conductivity,Mixing,Nutrients,ReportedMAAT,MAT,MAT_0,MAP,Outliers,IIIa5,IIIa6,IIIb5,IIIb6,IIIc5,IIIc6,IIa5,IIa6,IIb5,IIb6,IIc5,IIc6,Ia,Ib,Ic,MBT5Me,MBT6Me,CBT,IR,fC,Source
LS1,Flatworm Lake,7.32175,134.5060667,4.1,0.005,4,8,NA,Holomictic,NA,NA,27.544,27.544,3245.286494,0,0.01263735,0.012154265,0.000167021,0.000256911,0,0,0.076802451,0.079235275,0.008062248,0.006423933,0.000771893,0.000387396,0.662637089,0.094608176,0.045855992,0.891736963,0.891428712,-0.718897769,0.500797233,0.100562383,UA
LS2,Black Lake,37.80805556,-118.5727778,0,NA,20,NA,NA,NA,NA,NA,7.875833333,9.616,225.72,0,0.106356764,0.145187129,0.012273664,0.012421118,0.002436739,0.009044674,0.129047173,0.155613871,0.060970947,0.10153577,0.014840362,0.024599813,0.122814121,0.073931896,0.028925961,0.432282989,0.359345278,0.080594454,0.57582662,0.159182035,UA
LS4,Big Croc Lake,7.154433333,134.36965,20,NA,22,NA,NA,Meromictoc,NA,NA,27.56,27.56,3220.151737,0,0.020250599,0.011210458,0.002288627,0.006737054,0.00000953,0.001043093,0.083812897,0.06533858,0.014965462,0.009633001,0.001209383,0.000598119,0.591286261,0.130546362,0.061070574,0.868028923,0.900835919,-0.674140297,0.419967937,0.140310692,UA
LS5,Ghayal ba Wazir,14.7708,49.3742,NA,NA,NA,NA,NA,NA,NA,NA,26.347,26.347,69.44406805,0,0.006262856,0.015311522,0.0000375,0.000789243,0.000403484,0.000187667,0.043432341,0.098140327,0.015557574,0.012023183,0.000551532,0.000854926,0.35817346,0.28677356,0.161500792,0.925143137,0.865358991,-0.152675021,0.657874888,0.319580569,UA
LS6,Lake Adley,46.13381666,-95.3361,3.8,0.88,5.9,8.2,NA,NA,NA,NA,5.189166667,14.12428571,665.27,0,0.087953282,0.092778506,0.008082858,0.008431166,0.00065769,0.000316275,0.17395093,0.174063653,0.087051492,0.065006709,0.005857578,0.002290157,0.187281522,0.086866999,0.019411185,0.456891308,0.469388682,-0.106797192,0.487436309,0.142527583,UA
LS7,Simon Lake,46.39243333,-81.20264167,11.6,1.02,12,7.4,1098.7,NA,NA,NA,4.814548122,11.37023327,782.6508606,0,0.125638374,0.065018486,0.0047137,0.004787224,0.000255583,0.0000794,0.245849983,0.159770979,0.057871494,0.042919296,0.005604157,0.000724736,0.210984474,0.066120178,0.009661977,0.400441315,0.517185495,-0.322215031,0.38404937,0.094647414,UA
LS8,Hot Water Lake,7.15095,134.3503833,34,NA,36,NA,NA,Meromictic,NA,NA,27.56,27.56,3220.151737,0,0.013790352,0.010282314,0.000188407,0.000240277,0.001192992,0.000255532,0.068500193,0.071361392,0.013543211,0.015758332,0.001705583,0.000842112,0.606446736,0.130282558,0.065610009,0.893301458,0.891744401,-0.625833891,0.504057949,0.146048309,UA
LS9,Lake Monoun,5.58,10.587,NA,NA,95,7.5,0,NA,NA,NA,22.1204806,22.1204806,1979.733086,0,0.026625932,0.02132895,0.000564086,0.00059446,0.0000622,0.0000148,0.190736917,0.116521312,0.016868333,0.01454618,0.002628423,0.000666055,0.533741548,0.061816927,0.013283858,0.72216992,0.799804678,-0.656429432,0.39416853,0.06017216,UA
LS10,Emerald Lake,40.468191,-121.519061,7.8,NA,NA,NA,NA,NA,NA,NA,4.235,7.47875,3077.61,0,0.326118007,0.060957814,0.004580558,0.001552022,0,0,0.235739544,0.113731577,0.038593136,0.011384529,0.005281516,0.005281516,0.163318962,0.026603628,0.006857191,0.246829228,0.513981661,-0.575041465,0.236577366,0.045914407,UA
LS11,Battle Lake,72.59166667,-77.96675,8.55,NA,NA,NA,NA,NA,NA,NA,-15.919,2.5288,225.9957643,0,0.402822396,0.076818503,0.00510673,0.003808813,0,0,0.214548981,0.113564514,0.02343835,0.005595995,0.005705202,0.0000568,0.133712785,0.010756463,0.004064496,0.188173779,0.431141493,-0.574564142,0.234203692,0.02431681,UA
LS12,Lake Nicaragua,11.55,-85.35,NA,7584.27,43,7.35,200,NA,NA,NA,26.17019809,26.17019809,1736.008504,0,0.008521971,0.022438841,0.000186169,0.003455302,0.0000533,0.000155809,0.068147696,0.156495045,0.023966574,0.082759407,0.003029117,0.001280845,0.430157018,0.175157227,0.024195706,0.862169738,0.706359582,-0.248662029,0.722252172,0.166496003,UA
LS13,Vestre Gisholtsvatn,63.94518611,-20.51808,13.53,1.57,15,7.7,NA,NA,NA,NA,4.817584834,5.265485459,1170.400021,0,0.240912235,0.141189898,0.00552124,0.007189264,0.000382255,0.001712995,0.181418706,0.14183653,0.040095257,0.046453916,0.00509197,0.005148524,0.133956344,0.038989374,0.010101492,0.283585982,0.357146086,-0.214354681,0.416059631,0.074742792,UA
LS14,Rice Portage Lake,46.69198333,-92.70527778,0.59,2.6,NA,NA,NA,NA,NA,NA,4.4125,12.71571429,769.37,0,0.10230033,0.048535549,0.003319441,0.002274075,0.000142618,0.0000633,0.299476581,0.147717216,0.047341104,0.021089449,0.003904641,0.00065959,0.255957313,0.055808322,0.011410502,0.418462494,0.597900398,-0.458684181,0.326114304,0.074299957,UA
LS15,Big Soda Lake,39.52543253,-118.878624,55,1.5,64,9.7,20000,Meromictic,NA,NA,11.58833333,11.58833333,120.11,1,0.008439171,0.085770388,0.02350713,0.027127897,0.000306373,0.0000696,0.051261698,0.261683935,0.008118873,0.013076537,0.001671123,0.000167112,0.492842023,0.018368427,0.007589684,0.884388946,0.589994141,-0.176375941,0.841672355,0.028898887,UA
LS16,Hidden Lake,40.50594,-106.6074,7.94,NA,NA,NA,NA,NA,NA,NA,2.765833333,8.617142857,738.42,0,0.233171928,0.058714393,0.006231295,0.002825904,0,0,0.256821073,0.129784503,0.069591765,0.016946693,0.000291926,0.013272664,0.171759504,0.029913499,0.010674853,0.275085998,0.508260382,-0.485999747,0.26854567,0.070495567,UA
LS17,Elk Lake,47.18756667,-95.21635,27.85,0.69,9.1,7.7,NA,NA,NA,NA,4.105833333,13.05428571,681.07,0,0.204518232,0.168209861,0.016330107,0.018636706,0.001954156,0.002689137,0.190566618,0.148205848,0.044528598,0.059329889,0.005081674,0.002752337,0.109044156,0.025351524,0.002801157,0.237854353,0.267470242,-0.124422158,0.460834524,0.070763473,UA
LS18,Lake Turkana,4.28609767,36.20451109,1,7500,125,9.2,NA,Unstratified,NA,NA,28.111,28.111,274.6381409,0,0.023350795,0.032673355,0.00168694,0.003729024,0,0,0.061972831,0.226138684,0.019532984,0.07804315,0.001420581,0.003373879,0.363757436,0.148006748,0.036313593,0.839407126,0.619343835,-0.080419436,0.762613065,0.160746322,UA
LS19,Lago de Sanabria,42.1185143,-6.722424222,24.7,3.46,51,6.5,14.6,Monomictic,NA,NA,8.09576286,8.09576286,983.8034084,0,0.235862445,0.04588789,0.002612673,0.00034945,0,0,0.264200719,0.090951374,0.036866991,0.011752517,0.00015996,0.008863401,0.243816947,0.042947095,0.015728538,0.36035786,0.670589819,-0.655811678,0.21675715,0.062258032,UA
LS20,Mono Lake,37.98873,-119.13821,2.8,NA,30,9.7,80000,NA,NA,NA,8.7475,10.609,322.86,1,0.019953277,0.061426412,0.004837158,0.028473272,0,0,0.053978288,0.235069397,0.010251477,0.04600797,0.000109935,0.004342449,0.522028308,0.013247217,0.000274839,0.864162491,0.609928634,-0.240203296,0.802705315,0.036402845,UA
LS21,Lake Malawi,-13.87,34.885,96,NA,695,NA,NA,Meromictic,NA,NA,23.66,23.66,1070.626289,0,0.021503929,0.037789735,0.002714216,0.003288758,0.000918455,0.000453131,0.109683702,0.190294861,0.049266862,0.065290035,0.012015602,0.007243498,0.341362361,0.121078026,0.03709683,0.73462251,0.630003472,-0.1553138,0.619157026,0.159153122,UA
LS22,Laguna de Juanacatlan,20.62942,-104.73645,24.5,0.5,30,8.8,148,NA,NA,NA,18.78877155,18.78877155,1132.042391,0,0.055606135,0.046391703,0.001341533,0.003447492,0.00000689,0.000112942,0.211887857,0.180535374,0.030136288,0.037159366,0.002962667,0.001245119,0.361247047,0.058239617,0.009679974,0.590490448,0.619061999,-0.361091636,0.470141679,0.073114165,UA
LS23,North Boettcher Lake,40.86666,-106.53017,1.3,6.92,NA,NA,NA,NA,NA,NA,3.476666667,9.351428571,573.13,0,0.161067892,0.183585134,0.010705161,0.015936791,0.000159835,0.000823988,0.176601039,0.188420754,0.07417798,0.069042729,0.001630322,0.00254878,0.066890913,0.043943309,0.004465374,0.218724007,0.207243581,0.041878574,0.517119158,0.101268206,UA
LS24,Lagoa Mandiore,-18.11361,-57.562453,1.05,152,3.5,8.3,NA,NA,NA,NA,26.05388456,26.05388456,1150.95341,0,0.006089357,0.008792774,0.000421312,0.000806812,0.000435355,0.0000576,0.075061582,0.087471316,0.022293705,0.035345939,0.003085405,0.00123023,0.540681851,0.183526154,0.03470063,0.880043775,0.852209691,-0.572753535,0.559912412,0.156226621,UA
LS25,Lake Quinault,47.48048,-123.85671,61.33333333,NA,NA,7.6,NA,NA,Oligotrophic,NA,10.23583333,10.23583333,3096.88,0,0.200150602,0.097782027,0.003447502,0.002106286,0.001972224,0.000762656,0.268447787,0.107975346,0.018577294,0.0125136,0.004049861,0.002127495,0.256421674,0.018829715,0.004835933,0.365047344,0.562019986,-0.511837011,0.30940819,0.030233597,UA
LS26,Lake Kivu,-2.06901,29.31168,210,2370,485,8.8,NA,Meromictic,NA,NA,17.52944953,17.52944953,1446.005957,0,0.025108454,0.026722921,0.001974021,0.005094855,0.000838176,0.000961944,0.14114017,0.118228206,0.043381467,0.111623069,0.002428359,0.011340439,0.388939371,0.099863542,0.022355007,0.709165403,0.665802445,-0.298946081,0.55034714,0.15325848,UA
LS27,Big Beer,53.126117,-60.104075,12.5,NA,NA,NA,NA,NA,NA,NA,-1.047104544,8.682627251,973.4788286,0,0.192458011,0.073694125,0.00451415,0.003137249,0.00050163,0.0000485,0.234816805,0.13925122,0.034957178,0.020761372,0.006111933,0.000214689,0.254734387,0.028096414,0.006702328,0.385137751,0.553346866,-0.452839432,0.335815084,0.049326432,UA
LS28,Lake Malawi,-11.57833,34.33167,377,NA,695,NA,NA,Meromictic,NA,NA,23.593,23.593,1755.148332,0,0.012325029,0.051242804,0.001712418,0.002045107,0.000505508,0.00000824,0.080926519,0.276621529,0.027649439,0.048827336,0.005628399,0.003187504,0.398765213,0.076289122,0.014265832,0.801873491,0.565027112,-0.099850348,0.757028193,0.091850849,UA
LS29,Taggart Lake,43.70253,-110.75707,4.66,0.45,24,8,40,NA,Mesotrophic,NA,2.586666667,8.984285714,845.64,0,0.209652403,0.127013239,0.012590048,0.006452213,0.00172709,0.000658105,0.207280142,0.166587575,0.076664488,0.038368059,0.008713547,0.002374251,0.112398635,0.024873677,0.004646529,0.223312819,0.299477781,-0.196593493,0.402110686,0.077106788,UA
LS30,Deming Lake,47.16898,-95.16911,1,0.055,17.4,NA,NA,Meromictic,NA,NA,4.1175,13.07,679.9,0,0.062034983,0.02839281,0.001662714,0.001075975,0,0,0.279734373,0.120110776,0.030802719,0.013110929,0.0000274,0.004973746,0.394268541,0.054763993,0.009040994,0.551466867,0.739200204,-0.634779863,0.30254319,0.058835192,UA
LS31,Crater Lake,42.92692215,-122.1502002,82.7,53.2,589,7.51,115.3,Meromictic,Oligotrophic-ish,NA,4.550833333,6.708888889,1630.07,0,0.214027795,0.31202121,0.013946561,0.016874536,0.016280907,0.005906534,0.107556942,0.097898196,0.054063383,0.034394774,0.020358945,0.006262116,0.064382708,0.023771939,0.012253454,0.210916477,0.184328977,0.072954446,0.541871474,0.074283682,UA
LS33,Fallen Leaf Lake,38.90551,-120.05973,94.9,5.2,120,7.3,NA,NA,Suboligotrophic,NA,6.625,9.068888889,843.39,0,0.244039703,0.093662473,0.009634537,0.006254482,0.002344281,0.000691027,0.203376378,0.108682728,0.075118133,0.029848985,0.019940183,0.001706882,0.134206285,0.047725281,0.022768642,0.281477611,0.468534755,-0.358164231,0.307652642,0.103306114,UA
LS34,Eva Lake,49.2489,-82.2253,25,NA,NA,NA,NA,NA,NA,NA,0.656073453,10.02748201,803.4017093,0,0.183570061,0.091464571,0.004983647,0.007834729,0.000885215,0.000500089,0.230141577,0.144462519,0.042536314,0.037946416,0.005325661,0.001632475,0.203987492,0.039837557,0.004891676,0.352807358,0.475930682,-0.345538461,0.375106776,0.066458196,UA
LS35,Utwe Biosphere Reserve,5.284733333,162.9646833,0,NA,NA,NA,NA,NA,NA,NA,27.703,27.703,3187,0,0.010132986,0.012118036,0.000065,0.000960894,0.000372731,0.0000949,0.078713804,0.11336754,0.011203306,0.01105712,0.000565081,0.000294936,0.628771765,0.099860311,0.032421624,0.883811805,0.84787963,-0.628098655,0.577121115,0.093702522,UA
LS36,Lac de Courval,48.8322,-78.9985,1.95,2.0096,NA,NA,NA,NA,NA,NA,0.483192087,9.803753192,865.8737432,0,0.117108106,0.057691989,0.00407004,0.002978952,0.001116263,0.0000573,0.293765774,0.161247758,0.029997255,0.017590449,0.006315459,0.000559564,0.2656791,0.033522058,0.008299926,0.410893238,0.565226845,-0.441436962,0.349172913,0.049603703,UA
LS37,Crooked Meadow,37.81877,-118.84735,0,NA,NA,NA,NA,NA,NA,NA,4.230833333,7.69375,654.84,0,0.15164232,0.018544612,0.002030884,0.001037089,0.002059419,0.0000521,0.450445043,0.017446517,0.019599412,0.003475331,0,0,0.306015118,0.021219003,0.006433102,0.349260299,0.894229704,-1.296326321,0.059693363,0.028728777,UA
LS38,Lake Edward,-0.25833,29.58333333,60,12096,117,9,900,Oligomictic,Eutrophic,NA,23.36899757,23.36899757,946.2440823,0,0.024734644,0.106227754,0.003391052,0.004094383,0.00023173,0.000311978,0.103795315,0.283236988,0.044726236,0.036399071,0.004736075,0.002152444,0.32091101,0.054032656,0.011018665,0.690181589,0.47542486,-0.012308031,0.710815542,0.079787895,UA
LS39,Zaca Lake,34.77777,-120.0392,11.92,0.082,13.8,8.4,800,Monomictic,NA,NA,16.7075,16.7075,660.53,0,0.099528029,0.159684145,0.005380898,0.012359806,0.0000681,0.000662741,0.151160648,0.229557621,0.044155106,0.082268122,0.00190538,0.002907233,0.153416754,0.0495151,0.007430284,0.416388901,0.308506773,0.073786579,0.615264082,0.097673701,UA
LS42,Lake Van,38.9399249,43.5675028,25,3522,451,9.8,NA,NA,NA,NA,6.976,12.584,459.341533,0,0.078114892,0.136797778,0.009475006,0.022362029,0.004109641,0.002029452,0.148701785,0.227806035,0.055442104,0.048757595,0.003354939,0.001737719,0.213187636,0.040988597,0.007134794,0.480731312,0.387315404,-0.019694856,0.594234346,0.083317318,UA
LS43,Poisonwood Blue Hole,25.01303,-77.45129,1.4,NA,NA,NA,NA,NA,NA,NA,24.34074896,24.34074896,1241.752563,0,0.078074146,0.050481696,0.001193212,0.001815354,0.000153214,0.0000186,0.126290132,0.147526522,0.026227453,0.006072846,0.001193212,0.000812499,0.468983448,0.064233814,0.02692388,0.708382263,0.732955857,-0.464618123,0.469505031,0.075582914,UA
LS44,Wawagosic Lake,49.3265,-78.6626,2.93,6.5,NA,NA,NA,NA,NA,NA,-0.020409608,10.90762731,846.7661156,0,0.086791709,0.229529404,0.005606304,0.022185127,0.000633673,0.003760829,0.139354322,0.198194539,0.038334533,0.094324117,0.003594198,0.003884458,0.128337609,0.039685493,0.005783685,0.396558985,0.249774486,0.17289931,0.663736887,0.095753791,UA
LS45,Lago Santa Maria del Oro,21.36797,-104.5695,56.8,3.7,60,8.8,1300,Monomictic,NA,NA,21.07139868,21.07139868,995.2186591,0,0.024863274,0.106106351,0.004045916,0.003264269,0.0000784,0.0000593,0.117789682,0.26632289,0.069204733,0.051833165,0.002953093,0.001483029,0.257121565,0.084703684,0.010170666,0.624268272,0.453452035,0.036107768,0.666953315,0.114400997,UA
LS47,Lake Gagouba,7.108,13.69,NA,NA,NA,NA,NA,NA,NA,NA,22.18580546,22.18580546,1482.010195,0,0.02170909,0.042982872,0.00149511,0.003967979,0.0000398,0.000332451,0.134693953,0.210648218,0.039581222,0.0535166,0.003535732,0.003500222,0.368871474,0.097622335,0.017502946,0.711779801,0.611767874,-0.208970074,0.610471442,0.114334659,UA
LS48,Lake Malawi,-10.54333,34.56833,40,NA,695,NA,NA,Meromictic,NA,NA,21.862,21.862,1224.197479,0,0.016293606,0.024273697,0.000761252,0.001767551,0.000134575,0.0000683,0.127251619,0.133110649,0.030438031,0.042943454,0.004049299,0.005071666,0.476917391,0.110718992,0.026199926,0.779158498,0.753946658,-0.437594254,0.535190711,0.119668552,UA
LS49,Laguna Amarga,-50.9756,-72.7494,NA,2.276,4.1,8.4,52366.7,Polymictic,Variable,NA,5.6865,5.6865,347.6559385,1,0.037627849,0.116508164,0.006944195,0.018535798,0.002565943,0.004539745,0.067575812,0.203463126,0.069029248,0.088300736,0.003516957,0.00755428,0.328673964,0.033823793,0.011340391,0.682097957,0.477986555,-0.014518923,0.700890244,0.111798037,UA
LS50,Dunn Lake,49.0371,-81.15933,25,NA,NA,NA,NA,NA,NA,NA,0.608333338,10.02663455,826.5050972,0,0.169821843,0.107333405,0.008705743,0.007837,0.001728992,0.001377301,0.218928773,0.146762865,0.050540768,0.040118242,0.008220011,0.002927926,0.175056596,0.050129356,0.010511178,0.349186875,0.444785718,-0.267221558,0.401107222,0.083476175,UA
LS51,Laguna del Negro Francisco,-27.46,-69.23,NA,20.7,1,NA,80000,NA,NA,NA,2.722952022,3.866007596,82.53050993,1,0.034112889,0.066231499,0.007848452,0.007127938,0,0,0.038461703,0.133256421,0.075448069,0.005142237,0.014607556,0.0000772,0.565616061,0.0320843,0.019985676,0.806685413,0.751153925,-0.453510073,0.580259526,0.078656006,UA
LS52,Lac Montbeillard,48.1064,-79.1173,2.6,NA,NA,NA,NA,NA,NA,NA,1.299081929,10.48292995,853.4737425,0,0.086337998,0.05923671,0.005810708,0.006178413,0.002763715,0.000174433,0.239793583,0.128974279,0.045390925,0.034310251,0.017461429,0.001144977,0.280901832,0.067817412,0.023703336,0.500604933,0.625979408,-0.391881198,0.374587295,0.10084431,UA
LS53,Challpa chocha,-13.91079,-70.87119,11.8,0.06,NA,8.26,5,NA,NA,NA,7.8633,7.8633,882.5974734,0,0.303291924,0.129563794,0.005741969,0.002514626,0,0,0.230863243,0.137133504,0.030964455,0.010315556,0.005881718,0.000420516,0.127174518,0.009379241,0.006754934,0.202291029,0.340950146,-0.367454922,0.328942134,0.032558575,UA
LS56,St Louis River,46.690322,-92.189019,2.31,NA,NA,NA,NA,NA,NA,NA,4.8475,12.52285714,765.81,0,0.11947767,0.084829046,0.005878679,0.006400469,0.00146828,0.000856546,0.272418419,0.149453212,0.051758898,0.039693192,0.006247784,0.001863792,0.186833094,0.06183096,0.01098996,0.369189096,0.486581105,-0.307683236,0.381777912,0.089668351,UA
LS57,Laguna de los Pozuelos,-22.36214,-66.00355,0,164.7,1.2,8,2000,NA,NA,NA,7.108545332,7.108545332,230.8703429,0,0.077687855,0.246661072,0.00187748,0.004579914,0,0,0.133756241,0.22169912,0.043039811,0.047292588,0.000284467,0.000526263,0.188715206,0.030850413,0.00302957,0.466579213,0.301518187,0.112668553,0.669560078,0.064086767,UA
LS59,Lago Grande Estana,42.02723,0.53051,20,0.19,20,8,3200,Monomictic,NA,NA,10.08079114,10.08079114,787.0203532,0,0.056982153,0.092074223,0.00640422,0.011662369,0.00000175,0.001939929,0.26495986,0.050198164,0.081219991,0.088350181,0.004365341,0.009284554,0.20436489,0.106470129,0.021722243,0.45201652,0.590499241,-0.319244688,0.363881638,0.1653063,UA
LS61,Buyucekmece,41.09365,28.53883,3.45,29,NA,7.6,NA,NA,NA,NA,13.90190703,13.90190703,791.4525559,0,0.093026028,0.071644912,0.010352509,0.00706972,0.000946733,0.000345865,0.187726669,0.162718853,0.100149484,0.065849226,0.007470299,0.005575856,0.166768603,0.101923753,0.018431491,0.429809371,0.488857208,-0.147507308,0.440766853,0.157391635,UA
LS63,Bear Lake,40.776,-106.633,6,NA,NA,NA,NA,NA,NA,NA,0.516666667,7.503333333,1594.22,0,0.409688351,0.132606761,0.006213444,0.002337643,0,0,0.189748229,0.113646636,0.020787318,0.010312536,0.002377324,0.000397747,0.101481313,0.008454585,0.001948114,0.152824482,0.303661362,-0.433183,0.29261965,0.021974217,UW
LS64,Beaver Lake,40.753,-106.686,5.5,NA,NA,NA,NA,NA,NA,NA,0.729166667,7.711666667,1653.35,0,0.367144296,0.083596743,0.00474777,0.002137373,0,0,0.226153841,0.110286948,0.026749502,0.007424203,0.003289613,0,0.153247331,0.013636869,0.00158551,0.213653777,0.455597387,-0.565788335,0.245092272,0.025752826,UW
LS65,Lower Paintrock Lake,44.392923,-107.381568,5.8,NA,NA,NA,NA,NA,NA,NA,0.215,6.983333333,697.09,0,0.315757709,0.057702346,0.004200405,0.001279813,0,0,0.264520495,0.111720361,0.036626438,0.009547056,0.003985773,0,0.173829765,0.017906216,0.002923623,0.239857294,0.520996531,-0.617616623,0.224871867,0.035297605,UW
LS66,Duncan lake,44.647581,-107.446677,1.296666667,NA,NA,NA,NA,NA,NA,NA,0.9975,7.553333333,693.15,0,0.175354061,0.036000669,0.001405303,0.001024231,0,0,0.300216949,0.121035078,0.01709739,0.008562893,0.005934305,0,0.299307417,0.027656028,0.006405676,0.403576245,0.668117556,-0.653694226,0.251567571,0.033342705,UW
LS69,Rainbow Lake_11m,44.936179,-109.501041,1.633333333,NA,NA,NA,NA,NA,NA,NA,-0.895833333,6.902,966.5,0,0.268760595,0.081883804,0.003595096,0.003670321,0,0,0.243125353,0.154119794,0.018652031,0.009707014,0.00247753,0,0.195463973,0.016016716,0.002527773,0.287434672,0.465520084,-0.454765372,0.316535985,0.024958826,UW
LS72,Lake Eileen,40.902,-106.673,5.73,NA,NA,NA,NA,NA,NA,NA,0.0925,6.921666667,1480.74,0,0.314120358,0.099261641,0.002649838,0.003202495,0,0,0.256214728,0.115502131,0.01264607,0.013151255,0.002763659,0,0.168080798,0.010077159,0.002329869,0.236404923,0.441935762,-0.506111019,0.281065606,0.02044325,UW
