ID,Lake,Latitude,Longitude,Core.Depth,Area,Max.depth,pH,Conductivity,Mixing,Nutrients,ReportedMAAT,MAT,MAT_0,MAP,Outliers,IIIa5,IIIa6,IIIb5,IIIb6,IIIc5,IIIc6,IIa5,IIa6,IIb5,IIb6,IIc5,IIc6,Ia,Ib,Ic,MBT5Me,MBT6Me,CBT,IR,fC,Source
R18,Irene,0.383,29.883,3.5,0.00016,NA,5.7,7,NA,NA,1.6,1.6,1.6,1303.666971,0,0.588691518,0.110709776,0,0,0,0,0.155358691,0.064842329,0.00469349,0.000967331,0,0,0.072562804,0.002134966,0.0000391,0.090757296,0.297452714,-0.665127577,0.190777552,0.003936993,Russell2018
R19,Kacuba,-0.333,30.017,14.5,0.506,NA,8.1,183,NA,NA,23.5,23.5,23.5,1126.844934,0,0.037001653,0.052556406,0,0,0,0,0.129969065,0.168472588,0.057287405,0.038357522,0,0,0.381817079,0.104837892,0.029700391,0.697199514,0.665627803,-0.278376023,0.536316326,0.1299418,Russell2018
R20,Kako,-0.3,30.1,29,0.171,NA,6.7,89,NA,NA,21.2,21.2,21.2,1126.844934,0,0.028242467,0.042429396,0,0,0,0,0.117920562,0.192870732,0.035581158,0.049525804,0,0,0.411956413,0.103840274,0.017633193,0.745874193,0.651910897,-0.26606046,0.610467581,0.112106811,Russell2018
R21,Kamweru,-0.25,30.117,44,0.203,NA,6.6,158,NA,NA,22.5,22.5,22.5,1126.844934,0,0.028859184,0.054510543,0,0,0,0,0.15231413,0.185489806,0.02234142,0.02942071,0,0,0.444803274,0.074660125,0.007600808,0.721433616,0.661737548,-0.354044039,0.569677878,0.070811936,Russell2018
R22,Kanyabutetere,0.417,30.283,5,NA,NA,7.8,401,NA,NA,22.8,22.8,22.8,1040.391543,0,0.034595639,0.04779976,0,0,0,0,0.148991437,0.178582065,0.028407999,0.048988326,0,0,0.3849582,0.105405148,0.022271426,0.707443634,0.650547678,-0.281071459,0.565018053,0.113672163,Russell2018
R23,Kanyanchu,0.433,30.317,4.8,0.0072,NA,7.9,635,NA,NA,22.5,22.5,22.5,1040.391543,0,0.030981677,0.08704528,0,0,0,0,0.099486211,0.230728163,0.042386929,0.062634778,0,0,0.342024675,0.086673721,0.018038566,0.721018221,0.540094981,-0.074024648,0.687572086,0.11388628,Russell2018
R24,Kasirya,-0.25,30.133,43,0.0872,NA,6.6,302,NA,NA,22.3,22.3,22.3,1126.844934,0,0.024034949,0.052751632,0,0,0,0,0.121176114,0.191086676,0.037130674,0.045691299,0,0,0.405325177,0.107338839,0.01546464,0.743350689,0.645903894,-0.256494265,0.613577431,0.110545046,Russell2018
R25,Katanda,0.483,30.267,146,0.367,NA,7,426,NA,NA,21.6,21.6,21.6,1040.391543,0,0.023405314,0.066031976,0,0,0,0,0.08650158,0.212061958,0.053022658,0.108227175,0,0,0.296181497,0.13213334,0.022434501,0.734503574,0.538484353,0.002843152,0.703360299,0.169126088,Russell2018
R26,Katunda,0.28,29.895,10.5,0.0377,NA,5.2,14,NA,NA,5.5,5.5,5.5,1303.666971,0,0.359174377,0.075845385,0,0,0,0,0.309508501,0.043075696,0.017680266,0.0008132,0,0,0.181103095,0.010529264,0.002270217,0.220277323,0.618239125,-0.842933716,0.148535744,0.016781582,Russell2018
R27,Kifuruka,0.483,30.283,4.2,0.13,NA,7.4,359,NA,NA,21.1,21.1,21.1,1040.391543,0,0.041956643,0.095063684,0,0,0,0,0.124041648,0.217931946,0.037016876,0.070459907,0,0,0.321640099,0.081273413,0.010615786,0.670720964,0.51886721,-0.092523057,0.653835792,0.104990884,Russell2018
R28,Kisibendi,0.383,30.3,4.5,NA,NA,6.2,277,NA,NA,23.3,23.3,23.3,1040.391543,0,0.034009598,0.055878456,0,0,0,0,0.102388023,0.297371988,0.011284255,0.030756921,0,0,0.414470543,0.048792609,0.00504761,0.76025383,0.549455359,-0.151036701,0.72224024,0.050464502,Russell2018
R29,Kitere,0.4,30.25,51,0.098,NA,7.1,711,NA,NA,23.1,23.1,23.1,1040.391543,0,0.018326448,0.060477648,0,0,0,0,0.06729302,0.254995197,0.031781494,0.092678556,0,0,0.356739114,0.108917241,0.008791281,0.801636834,0.537557391,-0.025698102,0.776614149,0.125479927,Russell2018
R30,Kopello,0.31,29.892,14.1,0.0301,NA,5.1,9,NA,NA,4,4,4,1303.666971,0,0.417470907,0.023800974,0,0,0,0,0.349140818,0.036178933,0.007081107,0.000690938,0,0,0.162065603,0.002702162,0.000868557,0.176334697,0.731909308,-1.178711571,0.072715108,0.006105661,Russell2018
R31,Kyasunduka,-0.283,30.042,2,0.503,NA,8.6,260,NA,NA,24.3,24.3,24.3,1126.844934,0,0.018152085,0.052985322,0,0,0,0,0.063747006,0.204643875,0.045728353,0.078292355,0,0,0.390829613,0.134983642,0.010637748,0.8078127,0.614933379,-0.134834416,0.724673238,0.140139923,Russell2018
R32,Kyerbwato,0.433,30.317,14.1,0.0144,NA,8,464,NA,NA,22.5,22.5,22.5,1040.391543,0,0.023003579,0.0509564,0,0,0,0,0.093691029,0.192411839,0.053320836,0.04659922,0,0,0.399082677,0.118783195,0.022151224,0.760552602,0.650635115,-0.218142446,0.630387471,0.13150285,Russell2018
R33,Kyogo,-0.333,30.017,3.4,0.018,NA,6.8,56,NA,NA,23.5,23.5,23.5,1126.844934,0,0.018756915,0.015816335,0,0,0,0,0.138773554,0.131148952,0.018423789,0.037117452,0,0,0.535874116,0.093077576,0.011011311,0.784347916,0.776611019,-0.550742685,0.511288397,0.08532072,Russell2018
R34,Lake Ellis,-0.124,37.401,15.5,0.108,NA,7.3,41,NA,NA,10.1,10.1,10.1,1838.973757,0,0.148958397,0.035206659,0,0,0,0,0.241516964,0.075997599,0.126604018,0.032885717,0,0,0.229278594,0.086109653,0.023442399,0.395871804,0.701628034,-0.568120564,0.217932023,0.146242093,Russell2018
R35,Large Hall Tarn,-0.143,37.346,8.2,0.00934,NA,7.2,10,NA,NA,6,6,6,1838.973757,0,0.235021554,0.056161774,0,0,0,0,0.296715292,0.114813443,0.030315527,0.002039265,0,0,0.23226906,0.025139584,0.007524499,0.320360076,0.604942527,-0.626525729,0.235372444,0.036271687,Russell2018
R36,Lewis Tarn,-0.162,37.311,16.3,0.0163,NA,6,23,NA,NA,4.5,4.5,4.5,1838.973757,0,0.34009115,0.075412866,0,0,0,0,0.302790892,0.054357585,0.034189059,0.001793729,0,0,0.1610561,0.026903909,0.003404711,0.220355627,0.592590877,-0.774988954,0.162699035,0.034848059,Russell2018
R37,Lower Simba,-0.145,37.319,3,0.000844,NA,6.4,33,NA,NA,5.4,5.4,5.4,1838.973757,0,0.272618471,0.075656798,0,0,0,0,0.324513776,0.041468084,0.105442088,0.004307821,0,0,0.152658804,0.019074943,0.004259214,0.200318134,0.591720831,-0.775632903,0.147368527,0.06867164,Russell2018
R38,Mahoma,0.346,29.968,13.2,0.0476,NA,5.6,13,NA,NA,10,10,10,1303.666971,0,0.224169907,0.009144766,0,0,0,0,0.373243331,0.032910343,0.008297882,0.000787915,0,0,0.339458562,0.008318866,0.003668428,0.367176821,0.891341029,-1.304120269,0.066059286,0.01237076,Russell2018
R39,Mahuhura,0.433,30.267,70,0.186,NA,8,603,NA,NA,20.5,20.5,20.5,1040.391543,1,0.187183023,0.099639411,0,0,0,0,0.275686683,0.117729739,0.066598,0.00197658,0,0,0.15441538,0.090656155,0.006115029,0.321764158,0.533834908,-0.43741482,0.292924405,0.085730397,Russell2018
R40,Mbajo,0.45,30.267,35,0.08,NA,6.9,504,NA,NA,22.5,22.5,22.5,1040.391543,0,0.023025399,0.070852507,0,0,0,0,0.092449985,0.213154827,0.046020423,0.100949161,0,0,0.310182546,0.120254901,0.023110249,0.737423766,0.540900929,-0.018329526,0.704464953,0.156722492,Russell2018
R41,Mbugo,-0.167,30.15,2.6,NA,NA,9.5,214,NA,NA,24.5,24.5,24.5,1126.844934,0,0.054675881,0.058109659,0,0,0,0,0.172661335,0.166513177,0.029089588,0.05891974,0,0,0.365590699,0.085656225,0.008783696,0.64209066,0.618675636,-0.307134049,0.52510862,0.095616473,Russell2018
R42,Middle Kachope,0.333,29.867,3.3,0.0101,NA,6.6,25,NA,NA,5.1,5.1,5.1,1303.666971,0,0.441870566,0.097595376,0,0,0,0,0.241966954,0.050599443,0.017959294,0.002670986,0,0,0.129928624,0.014592098,0.002816659,0.173514837,0.494083859,-0.723875303,0.176934935,0.020427848,Russell2018
R43,Mirambi,-0.217,30.1,21.3,0.53,NA,7.8,626,NA,NA,23.7,23.7,23.7,1126.844934,0,0.038741936,0.033440348,0,0,0,0,0.131992234,0.151035845,0.05878962,0.041607215,0,0,0.384324441,0.147671232,0.012397129,0.703425676,0.70656666,-0.366885904,0.496224399,0.136431163,Russell2018
R44,Murabio,-0.35,30.033,15,0.16,NA,7.2,718,NA,NA,23.6,23.6,23.6,1126.844934,0,0.019538202,0.04693823,0,0,0,0,0.071910994,0.197094477,0.02993524,0.058254867,0,0,0.446693804,0.106966375,0.022667811,0.826025119,0.655950126,-0.219073957,0.713494323,0.120246052,Russell2018
R45,Murusi,0.433,30.283,60,0.214,NA,6.6,374,NA,NA,22.5,22.5,22.5,1040.391543,0,0.029393596,0.033471273,0,0,0,0,0.13294458,0.163628911,0.051424312,0.040038505,0,0,0.409778374,0.121768664,0.017551786,0.719788532,0.698387974,-0.351471808,0.525921646,0.124167526,Russell2018
R46,Mwengenyi,0.483,30.267,140,0.294,NA,6.9,356,NA,NA,21.2,21.2,21.2,1040.391543,0,0.039715902,0.065548274,0,0,0,0,0.134805071,0.195687025,0.058656806,0.054561251,0,0,0.308741347,0.113606096,0.028678227,0.659198182,0.588175014,-0.147025507,0.575248301,0.142090304,Russell2018
R47,Nanyuki Tarn,-0.155,37.297,5.3,0.00769,NA,6.2,14,NA,NA,5,5,5,1838.973757,0,0.248331646,0.058609999,0,0,0,0,0.287652532,0.042608058,0.12847798,0.008845987,0,0,0.141461609,0.054600558,0.029411631,0.253359578,0.671977255,-0.686376074,0.142104998,0.125373894,Russell2018
R48,Njarayabana,0.433,30.25,37,0.122,NA,7.8,861,NA,NA,22.9,22.9,22.9,1040.391543,0,0.037147993,0.069193101,0,0,0,0,0.115223395,0.259307424,0.039617281,0.061335126,0,0,0.30651924,0.101265724,0.010390716,0.685349252,0.517536901,-0.059403491,0.670022956,0.111499782,Russell2018
R49,Nkugute,-0.317,30.1,58,0.89,NA,6.5,103,NA,NA,21.1,21.1,21.1,1126.844934,0,0.042442192,0.050064394,0,0,0,0,0.145723783,0.182734596,0.024517025,0.043152745,0,0,0.415300456,0.086162867,0.009901942,0.706258532,0.64950365,-0.324509334,0.564740317,0.086818261,Russell2018
R50,Nkuruba,0.517,30.3,34,0.0132,NA,6.6,352,NA,NA,20.5,20.5,20.5,1190.46273,0,0.028669482,0.080601972,0,0,0,0,0.108297361,0.231119209,0.038054273,0.057631062,0,0,0.35074772,0.088765671,0.016113251,0.722474053,0.552288853,-0.102180217,0.678490666,0.108338754,Russell2018
R51,Nyamswiga,0.517,30.283,39.5,0.0292,NA,7.8,320,NA,NA,20.7,20.7,20.7,1190.46273,0,0.039403023,0.078313303,0,0,0,0,0.130979526,0.211391779,0.043234884,0.050721657,0,0,0.330206571,0.097872308,0.01787695,0.676127816,0.567097806,-0.145230127,0.614439708,0.113791374,Russell2018
R52,Nyamugosani,0.417,30.233,36.7,0.114,NA,8.5,981,NA,NA,22.5,22.5,22.5,1040.391543,0,0.03443527,0.068758669,0,0,0,0,0.113641936,0.221040057,0.04660623,0.073509834,0,0,0.309313139,0.115229816,0.017465049,0.694226396,0.548862427,-0.079620153,0.651099949,0.135137989,Russell2018
R53,Nyamusingere,-0.283,30.033,4.5,3.84,NA,9.2,749,NA,NA,24.5,24.5,24.5,1126.844934,0,0.014829957,0.060269566,0,0,0,0,0.055540508,0.228873855,0.027533659,0.111433667,0,0,0.351260342,0.137645511,0.012612936,0.836669367,0.555948433,-0.008782508,0.803595157,0.150919354,Russell2018
R54,Nyantonde,0.483,30.283,180,0.125,NA,6.9,438,NA,NA,21.2,21.2,21.2,1040.391543,0,0.025846828,0.07005002,0,0,0,0,0.103696008,0.245376033,0.04335506,0.071585992,0,0,0.331386792,0.09628581,0.012417458,0.717942426,0.532086737,-0.062194485,0.691204097,0.118030889,Russell2018
R55,Oblong Tarn,-0.144,37.301,3.4,0.0113,NA,6.4,25,NA,NA,5.6,5.6,5.6,1838.973757,0,0.339089856,0.051259832,0,0,0,0,0.336501378,0.029946009,0.063377354,0.004134282,0,0,0.146148883,0.020839925,0.008702482,0.19208374,0.673065697,-0.941409839,0.103529323,0.052878262,Russell2018
R56,Ruhandika,0.383,29.883,3,9.00E-05,NA,6,5,NA,NA,2.4,2.4,2.4,1303.666971,0,0.480635707,0.087982937,0,0,0,0,0.21413388,0.086332498,0.003791887,0.003501074,0,0,0.119395285,0.003851198,0.000375533,0.150358183,0.41010689,-0.659824056,0.202899334,0.005947613,Russell2018
R57,Rutundu,-0.042,37.464,10.8,0.0801,NA,7.6,34,NA,NA,12,12,12,1838.973757,0,0.141655972,0.017489731,0,0,0,0,0.25960508,0.059391666,0.112273697,0.008810865,0,0,0.265391817,0.095448708,0.039932464,0.438334898,0.823847106,-0.724824625,0.143004672,0.148199099,Russell2018
R58,Small Hall Tarn,-0.144,37.345,2.8,0.00358,NA,7.3,11,NA,NA,6,6,6,1838.973757,0,0.308269988,0.06793976,0,0,0,0,0.26359011,0.118491397,0.021105097,0.006035056,0,0,0.194623958,0.015651034,0.0042936,0.265708501,0.527150478,-0.590566724,0.245045221,0.025689194,Russell2018
R59,Square Tarn,-0.154,37.323,3,0.000475,NA,4.9,18,NA,NA,4.1,4.1,4.1,1838.973757,0,0.228355334,0.156751818,0,0,0,0,0.284166475,0.150019147,0.003984122,0.003007309,0,0,0.169358599,0.003287475,0.001069721,0.251681146,0.359292505,-0.341160142,0.374905235,0.006209174,Russell2018
R60,Tanganyika,-4.872,29.617,110,32600,NA,8.8,680,NA,NA,23.8,23.8,23.8,1064.325441,0,0.020713491,0.110457159,0,0,0,0,0.049794746,0.282499718,0.030271188,0.054538717,0,0,0.327085531,0.088663667,0.035975782,0.817595255,0.502351696,0.084931198,0.816188188,0.122712568,Russell2018
R61,Teleki Tarn,-0.169,37.306,7.9,0.0419,NA,6.7,18,NA,NA,6,6,6,1838.973757,0,0.175839011,0.071580815,0,0,0,0,0.228900977,0.050765608,0.21329527,0.006641168,0,0,0.173419746,0.062791012,0.016766393,0.290440352,0.662304981,-0.598427407,0.17266887,0.158130118,Russell2018
R62,Thompson Lake,-0.168,37.32,4.8,0.00589,NA,6.8,36,NA,NA,5.8,5.8,5.8,1838.973757,0,0.377398407,0.105373973,0,0,0,0,0.231319257,0.068716008,0.05454077,0.004338727,0,0,0.131620537,0.020201596,0.006490724,0.192695216,0.470131619,-0.602447609,0.211989348,0.046031271,Russell2018
R63,Veggi Tarn,-0.144,37.344,1.5,0.00427,NA,7.3,13,NA,NA,6,6,6,1838.973757,0,0.444710125,0.067514528,0,0,0,0,0.230105986,0.099944152,0.021291968,0.002937929,0,0,0.116365952,0.013671472,0.003457888,0.160914617,0.439285492,-0.658090504,0.196648225,0.022408573,Russell2018
R64,Wandakara,0.417,30.267,12,0.0308,NA,7.9,1225,NA,NA,23.1,23.1,23.1,1040.391543,0,0.02117175,0.07729239,0,0,0,0,0.075987267,0.254277015,0.02944383,0.08113647,0,0,0.362434759,0.089091773,0.009164745,0.784430251,0.527470551,-0.037194857,0.765249769,0.109000782,Russell2018
R65,Wankenzi,0.425,30.267,90,0.165,NA,6.5,394,NA,NA,23.1,23.1,23.1,1040.391543,0,0.020442713,0.072661408,0,0,0,0,0.074421876,0.255633703,0.029003991,0.082357196,0,0,0.365757864,0.090496613,0.009224636,0.789820879,0.531289145,-0.040223077,0.768262414,0.110153536,Russell2018
D1,Namtso,30.78,90.46,94.5,NA,NA,9.5,1685.5,NA,NA,-0.2,-0.2,6.4713,541.5754304,0,0.045,0.29,0.01,0.08,0,0.075,0.03,0.095,0.02,0.15,0,0.125,0.04,0.02,0.02,0.457142857,0.130081301,0.683595143,0.849206349,0.161971831,Dang2018
D3,Hulun,48.95,117.39,NA,NA,NA,NA,NA,NA,NA,1,1,12.552,269.6423775,0,0.06,0.17,0,0.01,0,0,0.09,0.28,0.04,0.1,0,0.01,0.15,0.07,0.01,0.547619048,0.294871795,0.271066772,0.743243243,0.118556701,Dang2018
D4,Qinghai,36.73,100.31,NA,NA,NA,9,NA,NA,NA,1.8,1.8,7.2933,305.3720377,0,0.075,0.195,0.01,0.005,0,0,0.09,0.22,0.04,0.055,0.01,0.005,0.23,0.065,0.01,0.598039216,0.393548387,0.084644142,0.696296296,0.091836735,Dang2018
D6,Longquanlongwan,42.415609,126.603094,NA,NA,NA,7.8,NA,NA,NA,3.2,3.2,13.264,822.2296754,0,0.04,0.06,0,0.01,0,0,0.19,0.18,0.05,0.06,0.01,0,0.3,0.09,0.01,0.588235294,0.571428571,-0.232914176,0.517241379,0.112244898,Dang2018
D7,Nanlongwan,42.414053,126.479694,NA,NA,NA,8,NA,NA,NA,3.2,3.2,15.197,782.8610305,0,0.08,0.07,0,0.01,0,0,0.2,0.17,0.06,0.07,0.01,0,0.19,0.1,0.02,0.476923077,0.5,-0.153583918,0.476923077,0.140625,Dang2018
D8,Erlongwan,42.3,126.38,NA,NA,NA,7.8,NA,NA,NA,4.2,4.2,15.197,782.8610305,0,0.05,0.05,0,0,0,0,0.25,0.15,0.03,0.03,0.01,0,0.34,0.07,0.01,0.56,0.646153846,-0.425968732,0.410714286,0.076530612,Dang2018
D9,Dalongwan,42.34,126.39,NA,NA,NA,8,NA,NA,NA,4.2,4.2,15.197,782.8610305,0,0.08,0.08,0,0.01,0,0,0.26,0.16,0.06,0.04,0,0,0.21,0.08,0.01,0.428571429,0.517241379,-0.277964692,0.411764706,0.102040816,Dang2018
D10,Daihai,40.59,112.65,7.9,NA,NA,9,15646.7,NA,NA,4.9,4.9,13.367,361.9296678,0,0.053333333,0.113333333,0.01,0.01,0.003333333,0,0.09,0.176666667,0.08,0.093333333,0.013333333,0,0.13,0.163333333,0.056666667,0.610465117,0.477272728,0.206760079,0.631868132,0.235191638,Dang2018
D13,Chagan,45.21,124.33,5.6,NA,NA,8.3,484.7,NA,NA,5.3,5.3,15.901,450.6728895,0,0.07,0.14,0.01,0.01,0,0,0.11,0.28,0.05,0.09,0.01,0,0.14,0.08,0.01,0.5,0.310810811,0.210853365,0.689189189,0.12371134,Dang2018
D14,Wuliangsuhai,40.87,108.78,2.4,NA,NA,8.7,4273.3,NA,NA,6.1,6.1,13.997,228.5279692,0,0.06,0.18,0.01,0.02,0,0,0.06,0.29,0.04,0.12,0,0,0.15,0.06,0,0.567567568,0.2625,0.339488248,0.786666667,0.114583333,Dang2018
D15,Wolong,42.75,123.29,1.9,NA,NA,8.3,1341,NA,NA,6.7,6.7,16.952,584.715265,0,0.09,0.14,0,0.01,0,0,0.18,0.25,0.04,0.07,0,0,0.15,0.07,0.01,0.425925926,0.333333333,0.048848568,0.597402597,0.1,Dang2018
D16,Cetian,39.97,113.77,4.5,NA,NA,9.3,3145,NA,NA,7,7,12.939,455.1398389,0,0.1,0.11,0.01,0.01,0,0,0.12,0.26,0.06,0.08,0.01,0.01,0.15,0.07,0.01,0.450980392,0.338235294,0.094556108,0.616438356,0.119791667,Dang2018
D17,Zhenzhu,41.74,122.86,1.4,NA,NA,9.2,494,NA,NA,8.3,8.3,14.122,625.2508578,0,0.08,0.08,0,0,0,0,0.17,0.25,0.06,0.04,0.01,0,0.19,0.1,0.02,0.5,0.455882353,-0.052388069,0.544117647,0.121212121,Dang2018
D18,Guanting,40.37,115.76,7.3,NA,NA,8.5,1465.5,NA,NA,9.5,9.5,13.964,458.981364,0,0.1,0.12,0.01,0.01,0,0,0.14,0.23,0.09,0.07,0.01,0,0.13,0.08,0.01,0.4,0.34375,0.065266732,0.56,0.134020619,Dang2018
D19,Yuqiao,40.03,117.52,5.5,NA,NA,9.5,511.7,NA,NA,10.9,10.9,14.402,499.1686521,0,0.08,0.1,0.01,0.01,0,0,0.15,0.21,0.08,0.06,0.01,0,0.18,0.1,0.01,0.483333333,0.439393939,-0.03300026,0.544117647,0.134020619,Dang2018
D20,Xidayang,38.75,114.77,1.5,NA,NA,8.1,453.5,NA,NA,12.1,12.1,16.608,487.5974658,0,0.04,0.09,0.01,0.02,0,0,0.11,0.26,0.05,0.09,0,0,0.2,0.1,0.01,0.607843137,0.413333333,0.109144469,0.6875,0.136842105,Dang2018
D21,Baiyangdian,38.93,115.99,2.2,NA,NA,8.2,899,NA,NA,12.6,12.6,17.964,508.4737372,0,0.05,0.08,0.01,0.01,0,0,0.16,0.18,0.08,0.06,0.01,0,0.22,0.12,0.02,0.553846154,0.529411765,-0.101989539,0.524590164,0.154639175,Dang2018
D22,Hengshui,37.63,115.62,4.7,NA,NA,8.6,1184,NA,NA,12.7,12.7,16.568,539.7135683,0,0.07,0.1,0.01,0.02,0,0,0.15,0.19,0.07,0.07,0,0,0.2,0.1,0.01,0.516666667,0.462686567,-0.055047566,0.553846154,0.135416667,Dang2018
D23,Dongping,35.96,116.2,3.2,NA,NA,8.8,744,NA,NA,13.2,13.2,15.31,639.8991631,0,0.06,0.07,0.01,0.01,0,0,0.17,0.16,0.12,0.05,0.01,0,0.18,0.13,0.02,0.485294118,0.540983607,-0.135662602,0.444444444,0.177083333,Dang2018
D24,Fenghe,34.33,108.74,NA,NA,NA,8.3,NA,NA,NA,13.5,13.5,14.197,674.3339086,0,0.04,0.1,0.01,0.01,0,0,0.12,0.19,0.06,0.1,0.01,0.01,0.2,0.12,0.02,0.607142857,0.465753425,0.056481356,0.639344262,0.168421053,Dang2018
D25,Dushan,35.08,116.77,2.4,NA,NA,8.6,1324,NA,NA,13.7,13.7,15.353,694.1254357,0,0.06,0.09,0.01,0.01,0,0,0.15,0.19,0.09,0.06,0.01,0,0.2,0.11,0.02,0.523809524,0.492537313,-0.056481356,0.53125,0.154639175,Dang2018
D26,Luoma,34.07,118.16,3.2,NA,NA,8.5,481,NA,NA,13.8,13.8,14.396,819.7695071,0,0.05,0.1,0.01,0.01,0,0,0.13,0.23,0.08,0.08,0.01,0,0.2,0.1,0.01,0.543859649,0.430555556,0.043465694,0.611940299,0.142857143,Dang2018
D27,Hongze,33.31,118.75,2.5,NA,NA,8.4,446,NA,NA,14,14,14.803,924.4339135,0,0.05,0.06,0.01,0.02,0,0,0.13,0.11,0.1,0.12,0.01,0.02,0.17,0.16,0.04,0.569230769,0.560606061,-0.025554104,0.50877193,0.244680851,Dang2018
D28,Weishan,34.61,117.26,1.9,NA,NA,8.2,1256,NA,NA,14.6,14.6,15.524,754.6339116,0,0.06,0.07,0.01,0.01,0,0,0.18,0.15,0.11,0.05,0.01,0,0.2,0.12,0.02,0.492753623,0.557377049,-0.181054679,0.435483871,0.166666667,Dang2018
D29,Gaoyou,32.82,119.35,2,NA,NA,8.7,441,NA,NA,14.9,14.9,14.995,997.5601873,0,0.05,0.06,0.01,0.01,0,0,0.15,0.12,0.1,0.1,0.01,0.01,0.19,0.15,0.03,0.552238806,0.569230769,-0.099702913,0.482758621,0.215789474,Dang2018
D30,Changdang,31.63,119.57,1.4,NA,NA,8.3,459,NA,NA,15.7,15.7,15.437,1145.075445,0,0.05,0.05,0.01,0.01,0,0,0.19,0.12,0.12,0.04,0.01,0,0.21,0.15,0.03,0.52,0.65,-0.273001272,0.368421053,0.192708333,Dang2018
D31,Shijiu,31.5,118.94,3.3,NA,NA,8.8,216.2,NA,NA,15.9,15.9,15.718,1126.275445,0,0.05,0.07,0.01,0.01,0,0,0.17,0.14,0.11,0.05,0.01,0,0.21,0.15,0.03,0.541666667,0.6,-0.171070458,0.440677966,0.18877551,Dang2018
D32,Yangcheng,31.43,120.8,1.9,NA,NA,8.4,681,NA,NA,15.9,15.9,15.861,1204.990698,0,0.06,0.06,0.01,0.01,0,0,0.19,0.12,0.12,0.05,0.01,0,0.21,0.14,0.02,0.5,0.616666667,-0.264817823,0.383333333,0.180412371,Dang2018
D33,Chang,30.44,112.45,3.5,NA,NA,8.6,393,NA,NA,16,16,16.863,1149.380527,0,0.05,0.06,0.01,0.01,0,0,0.14,0.18,0.11,0.08,0.01,0,0.18,0.14,0.03,0.538461539,0.52238806,-0.02413368,0.516129032,0.201030928,Dang2018
D34,Caizi,30.79,117.1,3.3,NA,NA,8.6,166.5,NA,NA,16.1,16.1,16.492,1323.36782,0,0.05,0.04,0.01,0,0,0,0.19,0.13,0.09,0.04,0.01,0,0.26,0.15,0.02,0.565789474,0.671875,-0.337242168,0.388888889,0.164948454,Dang2018
D35,Chao,31.57,117.67,4.2,NA,NA,8.7,288,NA,NA,16.2,16.2,15.932,1107.340697,0,0.05,0.04,0.01,0.01,0,0,0.19,0.1,0.11,0.06,0.01,0.01,0.22,0.16,0.03,0.539473684,0.672131148,-0.301029996,0.363636364,0.203125,Dang2018
D36,Hong,29.9,113.4,2.8,NA,NA,8.7,330,NA,NA,16.6,16.6,17.498,1277.039854,0,0.05,0.08,0.01,0.01,0,0,0.14,0.16,0.11,0.06,0.01,0,0.21,0.13,0.02,0.545454546,0.545454546,-0.096910013,0.5,0.177083333,Dang2018
D37,Wuchang,30.27,116.69,3.5,NA,NA,8.3,117.4,NA,NA,16.9,16.9,16.862,1410.949176,0,0.04,0.03,0.01,0,0,0,0.18,0.1,0.11,0.05,0.01,0,0.25,0.18,0.03,0.582278481,0.71875,-0.349878563,0.352941177,0.206185567,Dang2018
