ID,Lake,Latitude,Longitude,Core.Depth,Area,Max.depth,pH,Conductivity,Mixing,Nutrients,ReportedMAAT,MAT,MAT_0,MAP,Outliers,IIIa5,IIIa6,IIIb5,IIIb6,IIIc5,IIIc6,IIa5,IIa6,IIb5,IIb6,IIc5,IIc6,Ia,Ib,Ic,MBT5Me,MBT6Me,CBT,IR,fC,Source
D38,Liangzi,30.23,114.6,3,NA,NA,8.7,201.5,NA,NA,17,17,16.956,1323.860193,0,0.06,0.04,0.01,0.01,0,0,0.18,0.12,0.11,0.05,0.01,0,0.22,0.16,0.03,0.539473684,0.661290323,-0.28254659,0.375,0.195876289,Dang2018
D39,Longgan,29.92,116.11,3.2,NA,NA,8.6,252,NA,NA,17.2,17.2,16.908,1478.560197,0,0.04,0.04,0.01,0.01,0,0,0.17,0.11,0.09,0.06,0.01,0.01,0.26,0.16,0.03,0.6,0.681818182,-0.291886616,0.411764706,0.192708333,Dang2018
D40,Honghu,29.9,113.42,2.8,NA,NA,8.7,330,NA,NA,16.6,16.6,17.498,1277.039854,0,0.05,0.08,0.01,0.01,0,0,0.14,0.16,0.11,0.06,0.01,0,0.21,0.13,0.02,0.545454546,0.545454546,-0.096910013,0.5,0.177083333,Dang2018
D45,Chaohu,31.6,117.74,4.2,NA,NA,8.7,288,NA,NA,16,16,15.932,1107.340697,0,0.05,0.04,0.01,0.01,0,0,0.19,0.1,0.11,0.06,0.01,0.01,0.22,0.16,0.03,0.539473684,0.672131148,-0.301029996,0.363636364,0.203125,Dang2018
D57,Qinghai_16,25.13,98.57,2.975,NA,NA,6.8,11.8,NA,NA,14.7,14.7,14.092,1263.489005,0,0.05,0.02,0,0,0,0,0.24625,0.08375,0.02125,0.01,0.00875,0,0.48875,0.06,0.01875,0.641242938,0.833027523,-0.772653779,0.263768116,0.064455569,Dang2018
S1,Overland Pond,40.621149,-103.182135,5.1,NA,NA,6.5,NA,NA,NA,NA,10.19583333,14.10888889,392.75,0,0.108113442,0.119685399,0.010498215,0.019301524,0.001816151,0.002453334,0.152787563,0.173816398,0.078884982,0.102736716,0.004832754,0.006011359,0.125639959,0.079730068,0.013692136,0.391988706,0.356024577,0.025514865,0.538349624,0.151156984,UW
S2,Anthelope Lake,39.3742674,-100.112218,1.3,NA,NA,7.12,NA,NA,NA,NA,11.58833333,14.171,556.71,0,0.071623844,0.082550399,0.0071783,0.006655734,0.000701212,0.000304953,0.212346378,0.191002809,0.087874623,0.059216476,0.004604661,0.002566843,0.163260994,0.098470962,0.011641813,0.423691696,0.451005068,-0.113454469,0.472271959,0.137448315,UW
S3,T1L3,37.765799,-97.324849,1.3,NA,NA,10,NA,NA,NA,NA,13.74416667,13.74416667,878.03,0,0.065738701,0.066292729,0.007815826,0.006256009,0.000708939,0.000173916,0.171579815,0.179759612,0.099636993,0.057233696,0.006905669,0.002682655,0.195976817,0.119678546,0.019560078,0.498705636,0.525003391,-0.127788447,0.473705649,0.1618059,UW
S4,Spring Pond,37.0608,-94.7309,2,NA,NA,7.6,NA,NA,NA,NA,14.36,14.36,1152.03,0,0.059887408,0.050028732,0.003574759,0.003961442,0.000540965,0.000231842,0.19064126,0.158015369,0.058947322,0.046013068,0.006491303,0.001804009,0.293715049,0.110530193,0.015617279,0.575675787,0.623015661,-0.304953626,0.450829139,0.125445508,UW
S5,Lake Ferguson,35.882772,-92.631037,2.1,NA,NA,NA,NA,NA,NA,NA,14.12,14.12,1177.68,0,0.054908958,0.025151959,0.002799916,0.002507925,0.000500962,0,0.212262528,0.110563458,0.061443586,0.028365019,0.007811486,0,0.340480371,0.130892584,0.022311248,0.600370471,0.750548409,-0.513228297,0.333026044,0.134493685,UW
S6,Bear Creek Lake,34.7120218,-90.693319,0.3,NA,NA,7.6,NA,NA,NA,NA,16.22333333,16.22333333,1301.43,0,0.044239503,0.032294983,0.001521156,0.0017585,0.000187,0.0000836,0.211860736,0.12894031,0.039842721,0.031801454,0.005283249,0.001738291,0.364865282,0.117223409,0.018359482,0.628394959,0.721642474,-0.467970251,0.394774557,0.11399848,UW
S7,Lamar County Lake,33.77865,-88.27388889,2.9,NA,NA,6.8,NA,NA,NA,NA,16.36,16.36,1433.35,0,0.050684495,0.028181544,0.002430779,0.002343372,0.00029,0.0000713,0.190549617,0.127165716,0.056814868,0.02835045,0.006371008,0.001164197,0.351306134,0.133138859,0.021137891,0.629122496,0.733493571,-0.461312413,0.381315978,0.131961994,UW
S8,T1L8,32.350482,-86.207269,0.5,NA,NA,6.5,NA,NA,NA,NA,18.195,18.195,1285.07,0,0.031958254,0.047030433,0.00284397,0.005928642,0.0000753,0.00022,0.121745141,0.133007462,0.067665883,0.07130972,0.00424744,0.005935431,0.266864165,0.209244138,0.031923692,0.696505495,0.669009265,-0.171633185,0.531708553,0.210077794,UW
S9,T1L9,31.389447,-84.396433,0.5,NA,NA,6.8,NA,NA,NA,NA,19.17416667,19.17416667,1300.2,0,0.026655936,0.018172015,0.000314097,0.000290557,0,0,0.192414999,0.125833778,0.004736571,0.005173057,0.00028,0.0000596,0.598399532,0.026041681,0.001628171,0.736658911,0.807572796,-0.734050511,0.399957928,0.019622354,UW
S10,Fishing Rd Lake,31.674416,-81.810922,3,NA,NA,7.8,NA,NA,NA,NA,19.49083333,19.49083333,1229.32,0,0.03111851,0.027404687,0.002462826,0.0027966,0.000433461,0.000208019,0.160936076,0.113302444,0.042452802,0.041637886,0.005254448,0.002499374,0.444464064,0.107344949,0.017683854,0.708324237,0.757467639,-0.502718449,0.437433045,0.114971578,UW
S11,Turkey Hill Lake,33.55322,-80.846862,1,NA,NA,7.6,NA,NA,NA,NA,17.79166667,17.79166667,1199.78,0,0.04879878,0.029581378,0.001030209,0.001429923,0.0000493,0.0000461,0.191135268,0.136063061,0.027732732,0.02313315,0.002030586,0.000627811,0.439373648,0.08947949,0.009488514,0.667910695,0.740376023,-0.534818064,0.413582907,0.080078729,UW
S12,Wheatfield Pond,35.170234,-79.675266,4.5,NA,NA,7.2,NA,NA,NA,NA,15.86083333,15.86083333,1170.16,0,0.029742962,0.003933747,0.000179,0.0000759,0,0,0.184037427,0.039655876,0.004038699,0.001533161,0.00111395,0,0.698707742,0.031444478,0.00553735,0.771560451,0.942210464,-1.25556089,0.171607449,0.024078472,UW
S13,Buffalo Rd. Pond,36.62386,-78.5786,0.3,NA,NA,7.2,NA,NA,NA,NA,14.53,14.53,1108.08,0,0.030085528,0.046671523,0.000525761,0.002387949,0.000205244,0.00020743,0.185974145,0.144539926,0.011582675,0.026696353,0.003449155,0.000406114,0.500046859,0.041678199,0.00554314,0.70623403,0.715218718,-0.505795445,0.489075813,0.04585104,UW
S14,Locust Shade Pond,38.537359,-77.346621,0.3,NA,NA,6.5,NA,NA,NA,NA,13.54333333,13.54333333,1040.7,0,0.036826973,0.014583705,0.000278167,0.000584263,0,0,0.231240011,0.08182424,0.014361299,0.014904085,0.001631532,0.000843595,0.537081645,0.057828356,0.008012128,0.680998304,0.844151909,-0.829147679,0.282704174,0.051731655,UW
S15,Middle Creek Reservoir,40.272898,-76.231554,0.5,NA,NA,6.5,NA,NA,NA,NA,11.44166667,12.59,1139.97,0,0.03545796,0.112277259,0.002321319,0.004806405,0.000422,0.0000598,0.155619387,0.249814788,0.036146818,0.066026333,0.002401903,0.001030687,0.251744889,0.07545718,0.006412873,0.594849642,0.437968161,-0.008208403,0.653274205,0.096291337,UW
S16,T2L17,41.656017,-74.700814,0.5,NA,NA,6.5,NA,NA,NA,NA,7.7225,11.69444444,1224.18,0,0.090522134,0.075056769,0.001985474,0.003065531,0.00006,0.000113,0.258306673,0.184818814,0.036014372,0.032118578,0.003213833,0.001041694,0.247101702,0.0583692,0.008212302,0.449064218,0.517904783,-0.297775582,0.431409652,0.072147294,UW
S17,Carter's Pond,43.163874,-73.421451,0.5,NA,NA,6.5,NA,NA,NA,NA,7.9475,12.16222222,1047.11,0,0.101680671,0.085802817,0.003483517,0.006272482,0.0000693,0.000453,0.232499035,0.18073522,0.060436743,0.05838656,0.003717823,0.002788965,0.170050364,0.082716187,0.010907209,0.400543342,0.447968903,-0.176506917,0.451572011,0.113583475,UW
S18,Arms House Pond,41.951403,-70.664925,0.5,NA,NA,6.5,NA,NA,NA,NA,10.08666667,12.291,1300.89,0,0.113952781,0.032917691,0.000638,0.0000771,0,0,0.342766759,0.130009812,0.029290094,0.013537024,0.001977902,0.000173196,0.276756449,0.04932198,0.008581011,0.407788536,0.654752001,-0.598107284,0.266371939,0.054812675,UW
S19,Batterson Park Pond,41.708085,-72.790683,1,NA,NA,6.5,NA,NA,NA,NA,9.965,13.84555556,1241.54,0,0.055645038,0.026648308,0.00085156,0.000533184,0,0,0.308882688,0.111466925,0.01784911,0.007511866,0.002654293,0,0.388353295,0.070729252,0.00887448,0.550321524,0.76266156,-0.687793427,0.275806844,0.057150427,UW
S20,Beaver Medows Lake,41.5215,-79.111,1,NA,NA,6.5,NA,NA,NA,NA,7.305833333,11.16333333,1165.46,0,0.118310402,0.064519941,0.002400916,0.003284154,0,0,0.245583808,0.158684348,0.069850471,0.065944319,0.003557833,0.002979375,0.170583186,0.082707188,0.011594059,0.379148861,0.478102231,-0.249734296,0.399987955,0.122340326,UW
S21,Norwalk Upper Reservoir,41.233833,-82.579083,1,NA,NA,8.4,NA,NA,NA,NA,9.8975,13.94666667,965.37,0,0.050489406,0.087976805,0.00713039,0.007725871,0.00310733,0.00074136,0.165265719,0.182342641,0.066703592,0.057988481,0.024557763,0,0.218125083,0.102117349,0.025728211,0.550532271,0.513097492,-0.088322245,0.537534147,0.145424375,UW
S22,Eagle Lake,41.435467,-85.574917,1.5,NA,NA,7.2,NA,NA,NA,NA,9.79,14.00444444,954.32,0,0.073231114,0.076892107,0.005805596,0.007314604,0.000338538,0.000726293,0.188265891,0.16029624,0.087126383,0.064344751,0.006351018,0.005284781,0.183031908,0.117720759,0.023270017,0.481713486,0.517975684,-0.136279828,0.463785419,0.162050235,UW
S23,Lake Mendota,41.55865,-89.132833,2,NA,NA,6.5,NA,NA,NA,NA,9.47,13.99222222,928.25,0,0.056032657,0.076736009,0.007456309,0.009586366,0.00111236,0.00080187,0.150023064,0.192304588,0.08646662,0.090470899,0.007802989,0.00556083,0.173558609,0.124419641,0.017667188,0.519010459,0.467514177,-0.002795457,0.551369386,0.173968558,UW
S24,Quarry Spring Lake,41.687167,-93.239933,1,NA,NA,7.2,NA,NA,NA,NA,10.005,14.68444444,908.21,0,0.068847985,0.071529142,0.005698499,0.010325201,0.000897048,0.000552541,0.152191858,0.180509603,0.07585128,0.098270812,0.005814999,0.005621942,0.170146124,0.136669108,0.017073861,0.521745192,0.480406024,-0.027263717,0.541268833,0.177604034,UW
S25,Cottonwood Cove Lake,41.448491,-96.568485,1,NA,NA,6.8,NA,NA,NA,NA,10.165,14.77555556,772.85,0,0.065905589,0.055883531,0.003282316,0.002086402,0,0,0.258204771,0.186008756,0.03814708,0.033910476,0.002446126,0.003525299,0.264530492,0.07766247,0.008406692,0.491823196,0.559703546,-0.316211877,0.432251944,0.084221792,UW
S26,Cody Pond,41.15105,-100.753231,0.5,NA,NA,NA,NA,NA,NA,NA,9.538333333,13.64666667,523.18,0,0.073623698,0.078840251,0.008789049,0.001142418,0,0,0.166944338,0.195758652,0.063014836,0.10599098,0.002159121,0.00830816,0.173004278,0.109441424,0.012982797,0.493193474,0.437012523,-0.021526514,0.556277461,0.15537589,UW
S27,Labonte Pond,41.321346,-105.586769,0.5,NA,NA,6.8,NA,NA,NA,NA,5.48,11.60428571,330.44,0,0.12050591,0.127128999,0.005872375,0.01661734,0.000306675,0.002417946,0.188964603,0.185344446,0.068044407,0.099476247,0.001880113,0.006865578,0.087175023,0.080207024,0.009193313,0.318676155,0.300030321,0.026027021,0.52180894,0.137734624,UW
S28,Blanding,41.7978,-75.677,3.75,NA,NA,7.2,NA,NA,NA,NA,7.614166667,11.55222222,1127.04,0,0.121742644,0.0396318,0.002861396,0.001138377,0.000268,0.00003355,0.282057866,0.125855685,0.034832749,0.012147542,0.002127492,0,0.321048961,0.048300644,0.007953648,0.462417416,0.679901292,-0.591696358,0.288243011,0.055953812,UW
S29,Brooklin ,41.3728,-106.2498,11.6,NA,NA,7,NA,NA,NA,NA,0.009166667,6.725,980.53,0,0.252026822,0.144431265,0.00564422,0.024285098,0.000846756,0.000821022,0.237465321,0.112712853,0.040476389,0.043043615,0.004791338,0.000134795,0.1124788,0.015323703,0.005518004,0.200999111,0.307538576,-0.29427194,0.361603888,0.057022503,UW
S30,Crater ,41.4906,-106.2475,16,NA,NA,6.99,NA,NA,NA,NA,1.810833333,7.377142857,865.79,0,0.315190037,0.176689873,0.012047839,0.008227888,0.002263747,0.000341032,0.158930727,0.111885946,0.063304561,0.025847876,0.008261207,0.000472349,0.092507879,0.018931198,0.005097841,0.178201294,0.270411992,-0.248798389,0.369107304,0.06107034,UW
S31,Crooked,41.887239,-70.646,4.25,NA,NA,NA,NA,NA,NA,NA,9.8875,12.128,1274.31,0,0.031677726,0.007960703,0.0000471,0.000117102,0,0,0.214012299,0.066518954,0.008626773,0.002095501,0,0,0.613778008,0.046545219,0.00862061,0.724544957,0.897286107,-1.003811706,0.231420428,0.037260475,UW
S32,East Glaciar,41.3773,-106.2594,6,NA,NA,6.85,NA,NA,NA,NA,-0.923333333,5.933333333,1067.28,0,0.46008696,0.06154118,0.002075309,0.000169183,0,0,0.23525619,0.114929629,0.016952116,0.001548962,0.00187229,0,0.094924704,0.009408443,0.001235034,0.129078004,0.372259048,-0.64430351,0.199951437,0.015252586,UW
S33,Fire Box ,41.4424,-106.1925,0.5,NA,NA,7.66,NA,NA,NA,NA,1.729166667,8.451666667,855.02,0,0.148293408,0.032228044,0.001020399,0.000601138,0.000207121,0,0.347695488,0.109693628,0.010696474,0.00148572,0.005522585,0,0.320500497,0.017389152,0.004666347,0.403367064,0.704900831,-0.741472504,0.220595276,0.019596075,UW
S34,Fishhook ,41.3575,-106.2675,1.66,NA,NA,NA,NA,NA,NA,NA,-0.04,6.643333333,1005.04,0,0.164977262,0.109,0.002455906,0.001935556,0.000109547,0.00000693,0.284416829,0.181542004,0.033965606,0.01925723,0.004552153,0.00094996,0.136670171,0.050061142,0.010259832,0.289543472,0.388703403,-0.262715106,0.390589101,0.062517615,UW
S35,Highway 130,41.3513,-106.2638,0.8,NA,NA,8.69,NA,NA,NA,NA,0.0525,6.735,978.37,0,0.166187711,0.129517753,0.007206797,0.006870263,0.000312059,0.00051723,0.179042351,0.179875463,0.06697847,0.052900836,0.002443121,0.00196509,0.126649948,0.0730139,0.006519006,0.333418056,0.362693457,-0.107025291,0.467776428,0.104993513,UW
S36,Hourglass ,41.35,-106.2709,1.1,NA,NA,8.87,NA,NA,NA,NA,-0.04,6.643333333,1005.04,0,0.126462829,0.149293107,0.002807279,0,0.000101468,0,0.205337212,0.257728472,0.030440371,0.028580126,0.000980856,0,0.153723872,0.040857742,0.003686667,0.353729181,0.312790139,-0.043460917,0.545974819,0.053835184,UW
S37,Lewis  ,41.3594,-106.2959,9.9,NA,NA,6.29,NA,NA,NA,NA,-1.025,6.89,1137.32,0,0.340735296,0.081392082,0.006946556,0.001264235,0.002034898,0.000143357,0.247789033,0.101569806,0.04163219,0.005778534,0.007984691,0.000240532,0.13765726,0.019334901,0.005496631,0.204995589,0.46262892,-0.572713154,0.230481288,0.039606693,UW
S38,Libby ,41.3547,-106.2983,10.3,NA,NA,6.44,NA,NA,NA,NA,-0.54,6.198333333,1105.54,0,0.370853642,0.126,0.0089713,0.002222325,0.001382043,0.0000304,0.195064265,0.109662321,0.050205924,0.011236928,0.006803335,0,0.097246971,0.016701525,0.004108352,0.16080081,0.323482328,-0.421934644,0.286086496,0.044013275,UW
S39,Libby Flats,41.324801,-106.285826,0.5,NA,NA,NA,NA,NA,NA,NA,-0.0175,6.691666667,1023.57,0,0.130259454,0.020125419,0.000705441,0.000194126,0,0,0.389373786,0.083376897,0.012979621,0.002818757,0.005834017,0,0.320031252,0.029227807,0.005073423,0.399497539,0.769195154,-0.877242055,0.16640386,0.027773531,UW
S40,Libby Flats I,41.331934,-106.294048,0.89,NA,NA,NA,NA,NA,NA,NA,-0.095833333,6.613333333,1042.48,0,0.125893983,0.107,0.002019583,0.000877934,0.000197089,0.00000462,0.281101294,0.21084193,0.026561655,0.010993943,0.006120276,0.000113089,0.17614185,0.042211135,0.009586666,0.344581751,0.409392369,-0.236311413,0.431320798,0.049952955,UW
S41,Libby Flats ll,41.319,-106.2802,0.49,NA,NA,NA,NA,NA,NA,NA,0.29,6.988333333,1004.75,0,0.150425238,0.023574256,0.000664166,0.00050507,0,0,0.394989392,0.071070718,0.013334873,0.002141408,0,0,0.316657791,0.021333328,0.00530376,0.380574267,0.780071567,-0.926559944,0.147644674,0.023736318,UW
S42,Little ,41.3539,-106.2771,1.53,NA,NA,NA,NA,NA,NA,NA,-0.405,6.303333333,1035.39,0,0.129772219,0.113049924,0.002014611,0.00202482,0,0,0.263529276,0.227,0.025403899,0.018274864,0.002374126,0.0000213,0.179616873,0.032641675,0.004176135,0.34076685,0.376565666,-0.198783629,0.46114655,0.042614848,UW
S43,Lost ,41.4447,-106.1177,0.6,NA,NA,7.01,NA,NA,NA,NA,2.526666667,8.071428571,608.75,0,0.144046251,0.103759148,0.001924539,0.001954546,0,0,0.279240896,0.168949774,0.036222976,0.016610229,0.005523104,0.000122756,0.186613885,0.04424757,0.010784328,0.344639161,0.455106858,-0.307988338,0.386361967,0.059895214,UW
S44,Mirror ,41.3383,-106.3199,15.7,NA,NA,6.29,NA,NA,NA,NA,-0.264166667,6.458333333,1181.38,0,0.330429033,0.147,0.006380701,0.002959968,0.001458756,0.0000584,0.173487979,0.159,0.025825017,0.01003403,0.004844077,0.0000813,0.122500522,0.012873273,0.00280886,0.206883588,0.304221883,-0.293287169,0.373661594,0.027618049,UW
S45,North Banner ,41.4151,-106.358,3.3,NA,NA,7.94,NA,NA,NA,NA,0.6825,7.275,1005.76,0,0.261221713,0.110017674,0.002111399,0.001707368,0.000850117,0,0.26626196,0.143686661,0.009650555,0.008545102,0,0,0.186608555,0.008357356,0.00098154,0.267292795,0.427649022,-0.433417311,0.328064543,0.014324928,UW
S46,Round,41.3593,-106.2695,1.2,NA,NA,NA,NA,NA,NA,NA,-0.3575,6.358333333,1041.99,0,0.213461035,0.098968569,0.003813717,0.00310694,0.000313305,0.000193573,0.268427209,0.157506498,0.041745957,0.025615502,0.003646201,0.000555954,0.13138158,0.045401374,0.005625831,0.258353654,0.392699762,-0.32868698,0.350107852,0.062751889,UW
S47,Silver,41.3097,-106.3567,7,NA,NA,6.48,NA,NA,NA,NA,-0.599166667,6.233333333,1176.02,0,0.345238338,0.104,0.010044627,0.00277644,0.001599305,0.00000815,0.206561146,0.0989,0.068889123,0.017353836,0.007443141,0.0000649,0.110716922,0.022254714,0.004483054,0.181304366,0.384264506,-0.469522271,0.261913093,0.060028682,UW
S48,Silver Run,41.3267,-106.2366,4.3,NA,NA,9.68,NA,NA,NA,NA,1.020833333,7.763333333,883.81,0,0.256237446,0.063005305,0.004395002,0.001554848,0.000702679,0.0013842,0.29661213,0.11,0.037892539,0.007166774,0.005389148,0.0000195,0.190597746,0.020179139,0.005197648,0.267720436,0.545188389,-0.603211391,0.233712235,0.038319289,UW
S49,South Gap ,41.3693,-106.2993,16.2,NA,NA,5.95,NA,NA,NA,NA,-1.073333333,6.922,1152.82,0,0.508708846,0.070782396,0.004374713,0.001015596,0,0,0.223459257,0.082799154,0.018213596,0.003990572,0.003408834,0,0.073784567,0.006951099,0.00251137,0.099861044,0.34568278,-0.701962989,0.173546406,0.017240707,UW
S50,Stamp Mill ,41.3503,-106.3811,3.9,NA,NA,6.368,NA,NA,NA,NA,0.394166667,7.065,1110.51,0,0.254526484,0.061630423,0.001534683,0.000419015,0.000284035,0,0.293659308,0.138038331,0.011234086,0.003938103,0.003286231,0,0.218764973,0.009877245,0.002807082,0.292651815,0.531998677,-0.570028463,0.266841052,0.015416962,UW
S51,Twin,44.061528,-72.578643,2.49,NA,NA,6.5,NA,NA,NA,NA,5.495,11.29375,1070.86,0,0.109267916,0.115394818,0.008108171,0.005772892,0.000522247,0.000423007,0.200745366,0.112655011,0.100872301,0.050667128,0.008081932,0.002125864,0.183580895,0.085038459,0.016743997,0.409858223,0.505891354,-0.222869932,0.404170433,0.138500169,UW
DS1,Dead Sea,31.50805,35.471,297.46,40000,NA,6,20100000,NA,NA,NA,26.1,26.1,474.9720421,0,0.043188793,0.142878894,0.005760549,0.015314042,0.001191724,0.003822492,0.094891468,0.201920139,0.054824795,0.112629448,0.005759454,0.01821292,0.156398236,0.113889021,0.029310511,0.6083169,0.3957561,0.2182426,0.7033752,0.1789415,UA
L1,IM1,48.2519,118.418367,0.2,NA,NA,9.3,7620,NA,NA,0.4,-0.02987288,12.21864428,23.35678005,0,0.017,0.197,0.005,0.008,0.006,0.003,0.298,0.133,0.014,0.044,0.007,0.005,0.185,0.059,0.018,0.4433164,0.4119497,-0.10568394,0.5320057,0.07927461,Li2017
L2,IM2,48.242617,118.442733,0.2,NA,NA,10,20440,NA,NA,0.4,-0.02987288,12.21864428,23.35678005,0,0.014,0.15,0.001,0.002,0,0,0.072,0.27,0.048,0.073,0.009,0.016,0.206,0.092,0.047,0.7202505,0.4116945,0.26701091,0.7862839,0.15792181,Li2017
L3,IM3,48.313083,118.5361,0.3,NA,NA,9.7,162840,NA,NA,0.4,-0.288488671,12.03123512,24.3648309,0,0.081,0.458,0.002,0.007,0,0,0.145,0.158,0.008,0.025,0.001,0.003,0.082,0.023,0.008,0.3256484,0.1498674,0.32369398,0.7325714,0.03643725,Li2017
L4,IM4,48.314167,118.547867,0.2,NA,NA,9.8,8960,NA,NA,0.4,-0.288488671,12.03123512,24.3648309,0,0.022,0.125,0.008,0.01,0.003,0.011,0.122,0.281,0.029,0.044,0.005,0.005,0.273,0.051,0.011,0.6594488,0.4267516,0.04356487,0.7223114,0.07620042,Li2017
L5,IM5,48.2487,118.4644,0.2,NA,NA,8.6,1590,NA,NA,0.4,-0.02987288,12.21864428,23.35678005,0,0.049,0.161,0.006,0,0.001,0.003,0.19,0.248,0.026,0.071,0.002,0.005,0.177,0.053,0.007,0.4721116,0.3305439,0.06843563,0.6442953,0.08350305,Li2017
L6,IM6,48.8869,118.094217,0.3,NA,NA,9.1,81830,NA,NA,0.4,-0.488276826,11.86646511,23.95896929,0,0.036,0.18,0.004,0,0,0,0.086,0.333,0.041,0.045,0.004,0.001,0.2,0.047,0.023,0.6235566,0.326087,0.25632026,0.7739251,0.09031282,Li2017
L7,IM7,48.2789,118.655567,0.2,NA,NA,7.7,275950,NA,NA,0.4,-0.288488671,12.03123512,24.3648309,0,0.032,0.132,0.001,0.006,0.002,0,0.12,0.388,0.027,0.034,0.003,0.005,0.198,0.038,0.012,0.5807963,0.3092269,0.20874839,0.7557981,0.06269113,Li2017
L8,IM8,48.3855,118.708983,0.5,NA,NA,8.8,134560,NA,NA,0.4,-0.288488671,12.03123512,24.3648309,0,0.011,0.144,0.003,0.004,0.001,0.001,0.306,0.179,0.022,0.068,0.01,0.011,0.148,0.068,0.025,0.4155172,0.3813291,-0.04835962,0.5356164,0.10710608,Li2017
L9,IM9,48.378333,118.821283,0.2,NA,NA,9.4,5910,NA,NA,0.4,-0.288488671,12.03123512,24.3648309,0,0.052,0.265,0.005,0.016,0,0.001,0.103,0.289,0.034,0.086,0.001,0.002,0.106,0.037,0.004,0.4375,0.1867853,0.39224536,0.7720145,0.08452869,Li2017
L10,IM10,48.20985,118.420617,0.2,NA,NA,9.3,7950,NA,NA,0.4,-0.02987288,12.21864428,23.35678005,0,0.02,0.222,0,0,0,0,0.359,0.127,0.018,0.042,0.001,0.001,0.178,0.03,0.003,0.3470395,0.3504983,-0.15035897,0.4961929,0.04804805,Li2017
L11,IM11,48.1787,118.434017,0.5,NA,NA,9.3,87780,NA,NA,0.4,-0.02987288,12.21864428,23.35678005,0,0.061,0.172,0.004,0.003,0.002,0.004,0.115,0.31,0.029,0.044,0.004,0.005,0.183,0.05,0.014,0.5464602,0.3195343,0.17729931,0.7195622,0.07719836,Li2017